id,nome,idade,renda_mensal,estado_civil,uf,data_cadastro,score_credito,categoria_produto,qtd_compras_12m,email
1078,Eduarda Nascimento,48.0,2724.4046425881947,Viuvo,to,2023-07-27,928.0,A,2,eduarda.nascimento707@yahoo.com
1350,Bruno Vasconcelos,56.0,2294.3069152269095,Casado,pr,2025-07-20,,D,4,bruno.vasconcelos333@gmail.com
1061,Diego Almeida,48.0,"R$ 1846,00 reais",—,pr,2022-11-21,506.0,C,3,diego.almeida565@gmail.com
1251,Isabel Ximenes,47.0,1585.9765883762057,Casado,rj,2026-07-15,734.0,a ,3,isabel.ximenes51@hotmail.com
1125,Nina Queiroz,18.0,,Solteiro,es,2024-11-27,441.0,B,3,nina.queiroz312@hotmail.com
1592,Luiz Zanetti,42.0,"R$ 2029,00 reais",solteiro,sp,2022-02-20,,B,2,luiz.zanetti453@hotmail.com
1617,Xavier Klein,48.0,5171.271384781246,Viúvo,am,2023-05-24,,unknown,7,xavier.klein704@hotmail.com
1648,Ulisses Moraes,15.0,5382.893828642564,,xx,2024-01-23,, A,3,ulisses.moraes123@gmail.com
1347,Nina Jesus,14.0,683.2679258363876  ,Viuvo, sp ,2024-08-07,508.0,B,10,nina.jesus811@gmail.com
1545,Karen Lima,44.0,-5796.618774165786,solteiro  ,ma,2024-04-07,717.0,a ,5,karen.lima660@hotmail.com
1603,João Uchoa,46.0,2613.176055930949,Viuvo,rr,2023-09-02,504.0,a ,4,joão.uchoa628@hotmail.com
1416,Xavier Pereira,15.0,2773.8075564004926,Divorciado,ce,2022-10-09,600.0,B,2,xavier.pereira826@empresa.com.br
1465,Gabriela Silva,29.0,1705.091905459433,solteiro  ,mg,2022-02-16,371.0, A,4,gabriela.silva552@empresa.com.br
1614,Yasmin Werneck,31.0,1294.740301115669,Divorciado  ,rs,2026-07-04,783.0, A,3,yasmin.werneck344@gmail.com
1067,Marina Klein,60.0,"R$ 4624,00 reais",Viuvo  ,ap,2025-06-18,331.0,A,3,MARINA.KLEIN241YAHOO.COM
1024,Nina Esteves,47.0,1414.2682339012144,CASADO ,ap,2024-01-03,810.0, B,1,nina.esteves699@hotmail.com
1077,Bruno Jesus,65.0,3114.226267212578,Casado  ,df,2023-04-26,535.0,c,14,bruno.jesus139@empresa.com.br
1105,Xavier Oliveira,35.0,1651.7893907709154,CASADO ,pr,2024-06-28,526.0,c,3,xavier.oliveira292@empresa.com.br
1614,Yasmin Werneck,31.0,1294.740301115669,Divorciado  ,rs,2024-09-15,783.0, A,3,yasmin.werneck344@gmail.com
1446,Karen Honório,36.0,910.584511196178,CASADO ,pb,2022-07-20,573.0,B,12,karen.honório756@empresa.com.br
1126,Gabriela Uchoa,16.0,5988.681720830969,solteiro, sp ,2025-07-04,698.0,C,4,GABRIELA.UCHOA630UNIVERSIDADE.BR
1593,Carla Zanetti,41.0,3056.8191911446424,Viúvo,df,2022-08-31,803.0,A,7,carla.zanetti369@gmail.com
1334,Rafael Ximenes,34.0,-1965.920686809962  ,Viuvo,rn,2026-12-12,676.0, C,5,rafael.ximenes880universidade.br
1480,Yasmin Ramos,45.0,-2186.5539151954076,,df,2023-03-15,680.0,c,8,yasmin.ramos872@empresa.com.br
1178,João Pereira,41.0,2982.96805068238,CASADO   ,pe,2023-05-21,698.0,B,15,joão.pereira641@empresa.com.br
1509,Isabel Ferraz,58.0,2037.579805455837,CASADO   ,rj,2023-02-11,842.0,A,8,isabel.ferraz425@yahoo.com
1612,Karen Ferraz,26.0,-6963.36364386201,,rs,2022-01-25,739.0,a ,3,karen.ferraz218@empresa.com.br
1135,Tiago Klein,50.0,806.7847110769417,—,rn,2025-04-30,447.0,C,6,tiago.klein520@universidade.br
1223,Vera Uchoa,52.0,"R$ 6005,00 reais",Casado  ,pe,2022-06-03,727.0,A,3,vera.uchoa67@hotmail.com
1507,Isabel Queiroz,47.0,1361.1083526042255,Divorc.,rs,2024-07-17,,B,6,isabel.queiroz29@gmail.com
1341,Karen Pereira,31.0,1375.9868371053672,Single,pi,2025-01-28,663.0,a ,15,karen.pereira139@universidade.br
1229,William Lima,42.0,4745.298844758164,—,ma,2025-02-27,, B,6,
1553,Sofia Jesus,26.0,5772.38712892858,Divorciado,es,2024-01-31,530.0,C,4,sofia.jesus384@yahoo.com 
1093,Eduarda Moraes,43.0,2350.5216039488614,Viúvo,rr,2022-05-28,743.0,a ,2,eduarda.moraes883@gmail.com
1363,Karen Almeida,48.0,"R$ 2292,00 reais",,pi,2025-02-07,574.0,c,4,karen.almeida570@universidade.br
1412,Carla Gomes,49.0,"R$ 3320,00 reais",—,ac,2022-10-28,,B,6,carla.gomes153@empresa.com.br
1069,Tiago Moraes,29.0,2427.7247291429408,Viúvo,ce,2025-04-09,,B,13,tiago.moraes238@empresa.com.br
1036,Ulisses Honório,38.0,5837.86511386965,Casado,rj,2026-06-12,, C,21,ulisses.honório344@yahoo.com
1296,Zuleica Itaúna,,3455.303388296411,—,pb,2023-06-14,,a ,3,zuleica.itaúna398@empresa.com.br
1160,Rafael Nascimento,37.0,3541.8457145049265,Single,go,2024-03-06,626.0,B,1,rafael.nascimento262@hotmail.com
1362,Xavier Itaúna,18.0,4582.804187058239,Viuvo, sp ,2024-03-24,470.0,unknown,6,xavier.itaúna744@gmail.com
1011,Eduarda Vasconcelos, 22 ,1678.932683408467,Single,mt,2023-06-27,373.0,c,9,eduarda.vasconcelos894@universidade.br
1144,Xavier Barbosa,33.0,4893.1809989867,Divorciado,to,2022-12-27,437.0, A,6,xavier.barbosa857@empresa.com.br
1405,Rafael Oliveira,42.0,842.337292608996,Solteiro,sp,2022-04-14,789.0,A,2,rafael.oliveira393@gmail.com
1200,Paula Zanetti,37.0,1034.3566712067638,,am,2022-04-05,619.0,A,2,paula.zanetti642empresa.com.br
1427,Rafael Almeida,46.0,1820.892057839406,Casado,ac,2024-04-22,754.0,—,2,rafael.almeida538@gmail.com
1127,Karen Silva,40.0,11922.026684556735,Solteiro, sp ,2022-04-04,569.0,unknown,4,karen.silva790@universidade.br
1557,William Jesus,52.0,1705.2360374786738,Casado  ,ce,2023-01-30,,c,7,NAN
1440,Isabel Esteves,66.0,3907.92793548801,Divorciado,sc,2026-11-29,597.0,B,3,isabel.esteves450@hotmail.com 
1302,Tiago Cardoso,58.0,780.9367551589175,CASADO ,ce,2024-07-11,611.0,C,13,tiago.cardoso632@yahoo.com
1009,Felipe Queiroz,21.0,1438.915869143449,,rn,2025-08-01,,c,5,
1572,Vera Almeida,41.0,3992.6338607011294,,pe,2025-02-21,,a ,6,vera.almeida3@empresa.com.br
1616,Bruno Honório,21.0,,—,xx,2026-06-23,736.0,B,5,bruno.honório285@yahoo.com
1176,Eduarda Cardoso,31.0,3567.9949939332646,Viuvo  ,to,2026-07-01,,A,1,eduarda.cardoso92@yahoo.com
1231,Yasmin Dias,36.0,4113.545708660806,CASADO ,ba,2024-02-05,674.0,premium,5,yasmin.dias965@empresa.com.br
1210,Ulisses Vasconcelos,62.0,1614.0265671692653,solteiro,br,2023-05-04,,A,5,ulisses.vasconcelos251@gmail.com
1128,Rafael Jesus,39.0,3772.3746935788454,solteiro,sp,2023-05-17,672.0,unknown,5,RAFAEL.JESUS827EMPRESA.COM.BR
1143,Nina Uchoa,33.0,2127.0054320833374,Viuvo  ,sp,2025-08-25,722.0,B,2,nina.uchoa775@yahoo.com
1241,Vera Dias,51.0,1060.2463014167183,CASADO ,to,2025-04-22,353.0, B,8,vera.dias567@gmail.com
1007,Quésia Pereira,71.0,4994.9557619121415,Solteiro,es,2022-11-10,632.0, B,8,quésia.pereira164@empresa.com.br
1638,William Ximenes,40.0,2102.500919440749,Divorc.  ,br,2023-04-23,780.0,  b ,5,WILLIAM.XIMENES266GMAIL.COM
1298,Marina Vasconcelos,31.0,"R$ 4034,00 reais",Divorciado  ,pb,2022-10-07,477.0,B,9,marina.vasconcelos401@universidade.br
1310,Eduarda Oliveira,68.0,2632.974339427764,Casado, sp ,2023-03-10,496.0,B,14,eduarda.oliveira192@hotmail.com
1435,Diego Uchoa,49.0,6382.7347925496415,Viuvo,ce,2025-07-19,, A ,3,diego.uchoa753@hotmail.com
1254,Luiz Ramos,36.0,5088.562547939931,—,rj,2023-09-04,,B,1,luiz.ramos111empresa.com.br
1428,Bruno Teixeira,48.0,2247.507103492509,Viúvo,es,2022-09-03,658.0,A,4,bruno.teixeira877@universidade.br
1473,Felipe Ramos,46.0,,CASADO ,rn,2023-07-10,490.0,B,2,felipe.ramos715@yahoo.com
1569,Ana Honório,47.0,1845.520551711407,solteiro,rr,2023-01-28,577.0,unknown,4,ana.honório836@universidade.br
1606,Ana Cardoso,,1856.9233502541745,,ceara,2024-02-20,466.0,C,8,ana.cardoso764@empresa.com.br
1540,Diego Zanetti,30.0,649.7972334860012,Casado,ap,2024-11-04,734.0,premium,10,diego.zanetti172@gmail.com
1008,Ana Vasconcelos,36.0,2037.2126054910113,,pi,2025-08-05,378.0,C,2,ANA.VASCONCELOS115YAHOO.COM
1156,Yasmin Almeida,31.0,,Casado,df,2025-05-01,984.0,A,4,YASMIN.ALMEIDA458UNIVERSIDADE.BR
1027,Isabel Cardoso,44.0,1409.7750635420355,solteiro,rr,2025-08-06,, C,4,isabel.cardoso410@universidade.br 
1506,Ulisses Nascimento,32.0,930.8086640464758,solteiro,ce,2024-10-03,862.0,a ,10,ulisses.nascimento755@empresa.com.br
1436,Rafael Uchoa,27.0,4794.673391697556,Single  ,xx,2022-02-03,421.0, A,12,rafael.uchoa348@gmail.com
1266,Gabriela Werneck,34.0,3301.8613296347276,Solteiro  , sp ,2026-10-11,687.0,a,2,gabriela.werneck104@universidade.br
1314,Carla Honório,15.0,3255.287082206594,Divorciado,df,2022-02-03,395.0,B,5,CARLA.HONÓRIO536UNIVERSIDADE.BR
1461,William Ramos,37.0,"R$ 1822,00 reais",Divorciado,ma,2022-11-27,480.0, B,5,william.ramos120@gmail.com
1064,Luiz Klein,44.0,2161.7738889808247,Single  ,sp,2026-03-14,567.0,C,9,luiz.klein891@hotmail.com
1338,Isabel Teixeira,29.0,,solteiro  ,xx,2024-01-14,,unknown,7,isabel.teixeira602@universidade.br
1255,Ulisses Jesus,41.0,,Single  ,pr,2022-04-27,,unknown,2,ulisses.jesus878@universidade.br
1531,Ana Gomes,33.0,"R$ 1519,00 reais",Solteiro,mg,2022-02-24,665.0,B,2,ana.gomes493@hotmail.com
1559,Ana Klein,49.0,"R$ 2976,00 reais",Divorc.,al,2024-12-17,845.0,C,3,ana.klein392@yahoo.com
1208,Yasmin Cardoso,38.0,-1655.466189057848  ,Casado  ,ac,2023-06-21,704.0,B,6,yasmin.cardoso41@gmail.com
1287,Quésia Zanetti,52.0,5329.670917194613,  ,rj,2022-04-07,, A ,4,quésia.zanetti397@empresa.com.br
1001,Quésia Teixeira,41.0,"R$ 4475,00 reais",Viúvo  ,to,2023-03-28,512.0,a ,3,quésia.teixeira604@yahoo.com 
1341,Karen Pereira,31.0,1375.9868371053672,Single,pi,2025-01-28,663.0,a ,15,karen.pereira139@universidade.br
